case,pv01,dv01_01,dv01_02,pv04_01,pv27,pv05,pv06_01,pv07_01,pv32_01,pv09,pv09_01,pv09_02,sd37,sd37_01,sd37_02,pv10,pv31,pv26,pv17,pv24,pv30,pv11_01,pv12,pv13_01,pv35,pv34,pv28,sd01,sd25_01,sd09_01,sd10,sd10_09,sd12,sd12_01,sd12_02,sd12_03,sd12_04,sd12_05,sd12_06,sd12_07,sd12_08,sd12_09,sd12_14,sd12_13,sd12_13a,sd14,sd14_10,sd17_01,sd40_01,sd21,sd21_10,sd30,sd50,sd50_01,sd50_02,sd47,sd47_01,sd47_02,sd45,sd45_01,sd45_02,sd36,sd36_01,sd36_02,sd52,sd52_01,sd52_02,sd49,sd49_01,sd49_02,sd44,sd44_01,sd44_02,sd41_16_cn,sd41_16_1,sd41_16_2,sd41_16_3,sd41_16_4,sd41_16_5,sd41_17_cn,sd41_17_1,sd41_17_2,sd41_17_3,sd41_17_4,sd41_17_5,sd41_12_cn,sd41_12_1,sd41_12_2,sd41_12_3,sd41_12_4,sd41_12_5,sd41_13_cn,sd41_13_1,sd41_13_2,sd41_13_3,sd41_13_4,sd41_13_5,sd41_07_cn,sd41_07_1,sd41_07_2,sd41_07_3,sd41_07_4,sd41_07_5,sd41_18_cn,sd41_18_1,sd41_18_2,sd41_18_3,sd41_18_4,sd41_18_5,sd41_15_cn,sd41_15_1,sd41_15_2,sd41_15_3,sd41_15_4,sd41_15_5,sd41_06_cn,sd41_06_1,sd41_06_2,sd41_06_3,sd41_06_4,sd41_06_5,sd41_11_cn,sd41_11_1,sd41_11_2,sd41_11_3,sd41_11_4,sd41_11_5,sd41_04_cn,sd41_04_1,sd41_04_2,sd41_04_3,sd41_04_4,sd41_04_5,sd41_03_cn,sd41_03_1,sd41_03_2,sd41_03_3,sd41_03_4,sd41_03_5,sd41_05_cn,sd41_05_1,sd41_05_2,sd41_05_3,sd41_05_4,sd41_05_5,sd41_10_cn,sd41_10_1,sd41_10_2,sd41_10_3,sd41_10_4,sd41_10_5,sd41_09_cn,sd41_09_1,sd41_09_2,sd41_09_3,sd41_09_4,sd41_09_5,sd43_16_cn,sd43_16_1,sd43_16_2,sd43_16_3,sd43_17_cn,sd43_17_1,sd43_17_2,sd43_17_3,sd43_12_cn,sd43_12_1,sd43_12_2,sd43_12_3,sd43_13_cn,sd43_13_1,sd43_13_2,sd43_13_3,sd43_07_cn,sd43_07_1,sd43_07_2,sd43_07_3,sd43_18_cn,sd43_18_1,sd43_18_2,sd43_18_3,sd43_15_cn,sd43_15_1,sd43_15_2,sd43_15_3,sd43_06_cn,sd43_06_1,sd43_06_2,sd43_06_3,sd43_11_cn,sd43_11_1,sd43_11_2,sd43_11_3,sd43_04_cn,sd43_04_1,sd43_04_2,sd43_04_3,sd43_03_cn,sd43_03_1,sd43_03_2,sd43_03_3,sd43_05_cn,sd43_05_1,sd43_05_2,sd43_05_3,sd43_10_cn,sd43_10_1,sd43_10_2,sd43_10_3,sd43_09_cn,sd43_09_1,sd43_09_2,sd43_09_3,sd39,sd38,sd51,sd48,sd46,sd54_01,ta02,ta03_count,ta03_1,ta03_2,ta03_3,ta03_4,ta03_5,ta03_6,ta03_7,ta03_8,ta03_9,ta03_10,ta03_11,ta03_12,ta03_13,ta03_14,ta03_15,ta03_16,ta03_17,ta03_18,ta03_19,ta03_20,ta03_21,ta03_22,ta03_23,ta03_24,ta04_count,ta04_1,ta04_2,ta04_3,ta04_4,ta04_5,ta04_6,ta04_7,ta04_8,ta04_9,ta04_10,ta04_11,ta04_12,ta04_13,ta04_14,ta04_15,ta04_16,ta04_17,ta04_18,ta04_19,ta04_20,ta04_21,ta04_22,ta04_23,ta04_24,ta05_01,ta06_01,ta07_01,ta08_01,ta09_01,age,protrans_att,protrans_attex,pronuke_att,num_charg,sizeclas,school,isced11,nuts2,nuts3,flatsize,hh_size,num_chld,hh_inc,size_pp,pv_year,fit,pv_pow,pv_cost,pv_gen23,pv_fin23,pv_fin23eur,pv_gen22,pv_fin22,pv_fin22eur,pv_purc,pv_purceur,pvfi_23,pvfi_22,no_purc,no_purceur,elcpur23_pv,elcpur23_non,elcpur23,pvsc_23,pvsc_22,raus,outlier,filter,tv,dish,wash,dryer,pc,oven,freezer,heater,ebike,ecar,aircon,sauna,pool,fridge,,ta08_01_korr
4208,1,7,7,"4,68",4,25,13000,2293,0,1,858, ,1,3402, ,2,1,3, ,14,6, , , ,4,4, ,2,1983,   28844,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,5100,132,3, ,1,1,2601, , , , ,1,2601, , , , ,1,0, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,7,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,57,26,50,40,"4,2","4,07692307692308","4,5",6,4,5,7,28,288,132,3,1,5100,44,2023,"8,2","4,68",13000,2293,858, ,0,0, ,3402, ,858,0, , ,3402, ,3402,1435,0,0, , ,2,2,2,1,2,2,2,1,1,2,1,1,1,2,,25
4250,1,10,8, ,4,22,23000,1600, ,2, ,300,2, ,1500,2,2,2, ,5,21, , , ,2, , ,2,1990,   74321,4, ,1,1,1,1,1,1,1,1,1,1,2,1, ,4, , ,220,4, ,2,2, ,1200, , , , , , ,2, ,1500,-9, , , , , , , , ,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, , ,8,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2, ,75, ,33,"2,7","2,46153846153846",3,7, ,2,2,74,743,220,4,2, ,55,2020,"9,1", ,23000,1600, ,300, , , , ,1500,"3296,7032967033", , , ,"3241,84136589583", ,"3241,84136589583","-1696,7032967033", ,0, , ,1,2,2,2,1,2,2,1,1,2,2,2,2,2,,74
4253,1,9,9,10,4,24,25000,10000, ,1,2000, ,1,0, ,1,2,3,10,15,1,5,14,1500,3, ,1,2,1976,   60322,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,20000,220,4, ,2,1,8000, , , , , , , ,1,0, ,1,0, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, , ,6,1,11,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,10,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,92,101,20,47,"4,1","4,30769230769231",5,4,10,5,7,60,603,220,4,2,20000,55,2022,"7,23",10,25000,10000,2000, , , , ,0, ,2000, , , ,0, ,0,8000, ,0, , ,2,2,2,1,2,2,2,1,2,2,1,1,1,2,,100
4265,1,11,10, ,5,24,3333, , ,2, ,555,2, ,555,1,1,1,2,2,3, ,14,2222,5,5,1,2,1994,   93047,3, ,1,1,2,1,1,1,1,1,1,1,1,1, ,4, ,99999,166,1, ,0,2, ,666, , , ,2, ,888,2, ,888,2, ,666, , , ,2, ,888,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, ,1,10,24,5,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,7,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2, ,22, ,97,77,29,"2,8","2,53846153846154","3,5",2, ,1,2,93,930,166,1, ,99999,166,2022,"7,23", ,3333, , ,555, , ,777, ,555,"7676,34854771784","10746,887966805", , ,"1199,48130538146", ,"1199,48130538146", , ,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,96
4346,1,8,8,800,3,25,350,0, ,1,0, ,1,2100, ,2,2,3, ,1,12, , , ,3, , ,2,1985,   64521,4, ,1,1,1,2,1,1,1,1,1,1,1,1, ,4, ,2500,75,1, ,0,1,0, , , , , , , , , , ,1,12000, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,6,23,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5, ,21,20,38,"3,5","3,15384615384615","2,5",1,800,2,3,64,645,75,1, ,2500,75,2023,"8,2",",8",350,0,0, , , , ,2100, ,0, , , ,2100, ,2100,0, ,0, , ,2,2,2,1,2,2,1,2,2,2,2,1,1,2,,20
4359,1,3,5,10,3,23,22000,7600, ,2, ,",07",1,1800, ,1,2,3,8,10,7,12,7,3500,3, ,1,2,1975,     778,4, ,1,1,1,1,2,1,1,1,1,1,1,1, ,4, ,4000,168,5, ,3,1,3800, , , , , , , ,1,800, ,1,2500, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, , ,7,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,10,43,10,48,"2,9","2,84615384615385","3,5",4,10,2,4,77,778,168,5,3,4000,"33,6",2021,"7,53",10,22000,7600, , , , , ,1800, , , , , ,1800, ,1800, , ,0, , ,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,42
4400,1,9,8, ,4,21,5000,1400,1600,1,1500, ,1,1200, ,1,1,3,3,3,3,"1,9",11,1000,4,4,1,2,2003,   92729,4, ,1,1,1,2,1,1,1,1,1,1,1,1, ,4, ,2400,70,3, ,1,1,2000, , , , ,1,2100, ,1,1200, ,1,1200, , , , ,1,2300, ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, ,1,5,3,5,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,4,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,"1,2",1,60,58,3,20,"2,9","2,76923076923077","2,5",6, ,2,3,92,927,70,3,1,2400,"23,3333333333333",2019,"10,72", ,5000,1400,1500, ,1600,2000, ,1200, ,1500,2000, , ,1200, ,1200,-100,-400,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,57
4502,1,7,5, ,3,16, ,4002, ,2, ,604,1,2500, ,2,2,2, ,5,6, , , ,2, , ,1,1971,   45701,10, ,1,1,1,2,1,1,1,1,1,1,1,1, ,8, ,2100,140,3, ,0,2, ,4500, , , , , , , , , ,1,3500, , , , , , , ,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,-8, , ,7,24,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,6,45,35,20,52,"2,9","2,92307692307692",2,2, , ,3,45,457,140,3, ,2100,"46,6666666666667",2014,"13,02", , ,4002, ,604, , , ,2500, ,"4639,01689708141", , , ,2500, ,2500,"-637,016897081414", ,0, , ,2,2,2,1,2,2,2,1,1,2,2,1,1,2,,34
4551,1,4,8,"3,6",4,19,12500,3900, ,2, ,400,2, ,1800,1,2,3,14,14,6,3,9,5000,3, ,1,2,1985,   86462,7, ,2,1,1,1,1,1,2,1,2,1,1,1, ,5, ,5400,133,4, ,2,2, ,2000, , , , , , , , , ,2, ,0, , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,10,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,36,26,30,38,"4,4","4,38461538461539","4,5",8,3,5,7,86,864,133,4,2,5400,"33,25",2017,"12,2","3,6",12500,3900, ,400, , , , ,1800,"3278,68852459016", , , ,"3890,20963907499", ,"3890,20963907499","621,311475409836", ,0, , ,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,25
4559,1,11,11,1000,5,23,2000,1500, ,1,2000, ,1,1000, ,1,2,2,3,4,4,2000,12,3000,5, ,1,2,1993,   54587,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,5, ,6000,150,4, ,2,1,1500, , , , , , , ,1,2000, ,1,1000, , , , , , , ,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, , ,11,24,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,8,2,10000,101,10,30,3,"2,53846153846154",3,2,1000,5,7,54,545,150,4,2,6000,"37,5",2021,"7,53",1,2000,1500,2000, , , , ,1000, ,2000, , , ,1000, ,1000,-500, ,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,100
4564,1,7,3,0,5,25,5000,0, ,1,0, ,1,0, ,1,2,3,2,2,1,0,15,5000,1, ,2,1,1989,   53359,4, ,2,1,1,2,2,1,1,1,1,1,1,1, ,4, ,3500,140,4, ,2,1,0, , , , , , , , , , ,1,0, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1, , ,6,23,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,34,0,34,"3,1","2,84615384615385",3,1,0,2,4,53,533,140,4,2,3500,35,2023,"8,2",0,5000,0,0, , , , ,0, ,0, , , ,0, ,0,0, ,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,33
4743,1,2,2,"8,8",4,15,16000,9400,10200,1,8300, ,1,1600, ,2,1,3, ,10,3, , , ,4,4, ,1,1969,   97268,3, ,1,1,1,2,1,1,1,1,1,1,1,1, ,4, ,3800,140,4, ,0,1,2650, , , , ,1,1550, ,1,4960, ,1,5000, , , , ,1,5750, ,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,2,8,24,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,1,15,54,"1,2","1,30769230769231",1,2,8,1,3,97,972,140,4, ,3800,35,2013,"15,29","8,8",16000,9400,8300, ,10200,9060, ,1600, ,8300,9060, , ,1600, ,1600,1100,1140,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0
4780,1,7,6,",75",3,25,1500,750, ,1,10, ,2, ,1000,2,2,3, ,3,1, , , ,3, , ,2,1963,   19300,6, ,1,1,1,2,1,1,1,1,1,1,1,1, ,6, ,4999,149,3, ,0,2, ,1000, , , , , , , , , ,2, ,1200, , , , , , ,2,2,1,1,2,1,0,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,2,23,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,56,98,1,60,"4,7","4,69230769230769","4,5",1,0,2,3,19,193,149,3, ,4999,"49,6666666666667",2023,"8,2",",75",1500,750,10, , , , , ,1000,10, , , ,"2161,22757726389", ,"2161,22757726389",740, ,0, , ,1,2,2,1,2,2,2,1,2,2,1,1,1,2,,97
4825,1,1,1,"5,4",3,16,17000,1500, ,1,1400, ,1,4000, ,2,2,2, ,10,6, , , ,3, , ,2, ,   78244,4, ,1,1,1,2,1,1,1,1,1,1,1,1, ,8, ,600,75,2, ,0,1,4000, , , , , , , , , , ,1,1000, , , , , , , ,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1, , ,6,23,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,64,81,50, ,"3,6","3,38461538461538","3,5",1,5,2,3,78,782,75,2, ,600,"37,5",2014,"13,02","5,4",17000,1500,1400, , , , ,4000, ,1400, , , ,4000, ,4000,100, ,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,80
4838,1,6,6,"7,5",5,25,23000,2174, ,1,734, ,1,633, ,1,2,2,10,20,7,10,15,5600,5, ,1,2,1975,   56218,7, ,1,1,1,1,2,1,1,1,1,1,1,1, ,4, ,4500,128,5, ,3,1,2960, , , , , , , , , , ,1,2960, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,6,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,14,6,49,10,48,"3,2","3,07692307692308",3,5,7,3,4,56,562,128,5,3,4500,"25,6",2023,"8,2","7,5",23000,2174,734, , , , ,633, ,734, , , ,633, ,633,1440, ,0, , ,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,48
4873,1,5,6,8000,5,22,20000,8000,8500,1,2650, ,1,2800, ,1,1,3,8,15,6,10,12,8000,3,5,1,1,1962,   53639,4, ,1,1,1,2,1,1,1,1,1,1,1,1, ,4, ,3500,115,3, ,0,1,8000, , , , ,1,3100, , , , ,2, ,0, , , , , , ,1,2,1,1,1,1,3,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,2,1,2,1,2,0,1,1,1,1,1,1,2,1,1,1,1,3,2,1,2,1,2,1,1,2,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,-8, , ,5,-9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,-9, ,61,"2,8","2,76923076923077",2,-9,8000,2,3,53,536,115,3, ,3500,"38,3333333333333",2020,"9,1",8,20000,8000,2650, ,8500,3100, ,2800, ,2650,3100, , ,2800, ,2800,5350,5400,0, , ,2,2,2,2,2,2,2,1,2,2,2,1,1,2,,
4951,1,6,8,"8,51",3,23,21000,7000,8000,2, ,350,1,150, ,1,1,3,15,13,6,"7,51",13,5000,4,4,1,2,1977,   80331,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,5, ,4000,150,4, ,2,1,1400, , , , ,1,100, ,1,6200, ,1,8000, , , , ,1,8000, ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, ,2,7,8,10,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,11,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,8,48,11,15,46,"1,6","1,53846153846154","1,5",11,8,5,7,80,803,150,4,2,4000,"37,5",2021,"7,53","8,51",21000,7000, ,350,8000,6500, ,150, ,"4648,07436918991",6500, , ,150, ,150,"2351,92563081009",1500,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,10
4966,1,9,9,1200,4,23,14000,2300, ,2, ,230,2, ,700,2,2,2, ,5,3, , , ,3, , ,1,1989,   63839,7, ,1,1,1,1,2,1,1,1,1,1,1,1, ,4, ,70000,160,4, ,2,2, ,450, , , , , , ,2, ,400,2, ,450, , , , , , ,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1, , ,9,25,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,4,250,45,340,34,"3,2","2,84615384615385",3,3,1200,3,4,63,638,160,4,2,70000,40,2021,"7,53","1,2",14000,2300, ,230, , , , ,700,"3054,44887118194", , , ,"1512,85930408472", ,"1512,85930408472","-754,448871181939", ,0, , ,1,2,2,2,2,2,2,2,2,2,2,1,1,2,,44
